"id","query","language","intent","terminal","entities","expected_response","notes"
"102","Hi, Is perfume allowed in cabin baggage or must it be checked?","en","facilities","departure","{""service"":""WiFi""}","Yes, free WiFi is available throughout the airport. Connect to 'ISB_Airport_Free' network","Connectivity query | Auto-generated"
"103","Hi, What is the international flights allowance for passengers?","en","facilities","departure","{""facility"":""prayer room""}","Prayer rooms are located on the second floor near Gate 5 with separate areas for men and women","Religious facility | Auto-generated"
"104","Hi, Who should I contact if my telescope is damaged during handling?","en","facilities","departure","{""facility"":""restaurant""}","Yes, we have Gloria Jean's, Subway, KFC, and traditional Pakistani cuisine at Taste of Pakistan restaurant","Dining options | Auto-generated"
"105","Hi, Can I purchase extra allowance for baby formula online or at the airport?","en","facilities","departure","{""facility"":""lounge""}","The Premium Lounge is located on the first floor near Gate 6, accessible with lounge passes or business class tickets","Lounge access | Auto-generated"
"106","How early should I get to the airport to drop off telescope — can you confirm?","en","facilities","departure","{""facility"":""pharmacy""}","Yes, there's a 24-hour pharmacy near the main entrance of the departure hall","Medical facility | Auto-generated"
"107","Please tell me: what are the packing recommendations for hookah?","en","facilities","departure","{""service"":""charging""}","Charging stations are available at all gate seating areas and near the food court","Power access | Auto-generated"
"108","Are there special counters for families at check-in — can you confirm?","en","facilities","departure","{""facility"":""ATM""}","ATMs are located near the entrance, food court, and in the main departure hall","Banking service | Auto-generated"
"109","Hi, If my telescope is overweight, what are the next steps?","en","facilities","departure","{""facility"":""shop""}","Souvenir shops are located in the departure lounge near Gates 4 and 7","Shopping query | Auto-generated"
"110","Hi, What are the packing recommendations for perfume?","en","facilities","departure","{""facility"":""smoking area""}","Yes, designated smoking areas are available in the outdoor section accessible from the departure lounge","Smoking policy | Auto-generated"
"111","Can I purchase extra allowance for laptop online or at the airport — can you confirm?","en","facilities","departure","{""facility"":""information""}","Information desks are located at the main entrance and in the center of the departure hall","Help desk | Auto-generated"
"112","Where can I find the tag printing in the departure hall — can you confirm?","en","facilities","departure","{""facility"":""baby changing""}","Baby changing stations are available in all restrooms and a dedicated nursing room near Gate 3","Family facility | Auto-generated"
"113","What is the international flights allowance for passengers? Please advise.","en","facilities","departure","{""facility"":""cafe""}","Coffee shops including Gloria Jean's and Espresso are located in the food court area","Beverage query | Auto-generated"
"114","Where can I find the currency exchange in the departure hall? Please advise.","en","facilities","departure","{""service"":""currency exchange""}","Currency exchange counters are near the main entrance and in the departure lounge","Financial service | Auto-generated"
"115","Please tell me: what is the business class allowance for passengers?","en","facilities","departure","{""service"":""wheelchair""}","Wheelchair accessible restrooms and ramps are available throughout the terminal, and wheelchairs can be requested at information desks","Accessibility | Auto-generated"
"116","Where can I find the left-luggage in the departure hall? Please advise.","en","facilities","departure","{""facility"":""duty-free""}","Duty-free shops are located after security in the departure lounge offering cosmetics, perfumes, and electronics","Tax-free shopping | Auto-generated"
"117","Please tell me: if my cricket bat is overweight, what are the next steps?","en","facilities","departure","{""facility"":""first aid""}","Medical and first aid center is located on the ground floor near Gate 2","Emergency service | Auto-generated"
"118","How much oversize fee will I pay for cricket bat? Please advise.","en","facilities","departure","{""facility"":""play area""}","Yes, a kids' play zone is available near Gate 5 in the departure lounge","Child-friendly | Auto-generated"
"119","Can I purchase extra allowance for cricket bat online or at the airport?","en","facilities","departure","{""service"":""luggage storage""}","Left luggage storage facility is available near the main entrance for a fee","Storage service | Auto-generated"
"120","How much oversize fee will I pay for laptop — can you confirm?","en","facilities","departure","{""facility"":""bookstore""}","A bookshop offering newspapers, magazines, and books is located near Gate 6","Reading material | Auto-generated"
"121","Hi, How much oversize fee will I pay for baby formula?","en","facilities","departure","{""facility"":""business center""}","Business center with internet, printing, and meeting rooms is available in the Premium Lounge","Corporate facility | Auto-generated"
"122","Who should I contact if my telescope is damaged during handling — can you confirm?","en","facilities","departure","{""service"":""travel insurance""}","Travel insurance counters are available near the check-in area","Insurance service | Auto-generated"
"123","If my telescope is overweight, what are the next steps?","en","facilities","departure","{""facility"":""water fountain""}","Water fountains and refill stations are located throughout the terminal near all gate areas","Hydration | Auto-generated"
"124","How much oversize fee will I pay for telescope? Please advise.","en","facilities","departure","{""service"":""baggage wrap""}","Baggage wrapping service is available near check-in counters for a small fee","Packaging service | Auto-generated"
"125","What is the international flights allowance for passengers?","en","facilities","departure","{""service"":""taxi""}","Taxi booking counters are in the arrival area, but you can inquire at information desks","Transport pre-booking | Auto-generated"
"126","How early should I get to the airport to drop off perfume? Please advise.","en","facilities","departure","{""facility"":""clothing store""}","Fashion and accessory shops are located in the departure lounge shopping area","Retail query | Auto-generated"
"127","Please tell me: if my telescope is overweight, what are the next steps?","en","facilities","departure","{""facility"":""lost and found""}","Lost and found office is near the main information desk in the departure hall","Lost items | Auto-generated"
"128","Please tell me: is cricket bat allowed in cabin baggage or must it be checked?","en","facilities","departure","{""service"":""VIP service""}","VIP meet and greet services are available through advance booking with PAA","Premium service | Auto-generated"
"129","Can I purchase extra allowance for camera online or at the airport?","en","facilities","departure","{""facility"":""SIM card shop""}","Mobile phone SIM cards are available at telecom shops near the entrance","Connectivity | Auto-generated"
"130","Hi, If my hookah is overweight, what are the next steps?","en","facilities","departure","{""facility"":""hotel""}","Airport hotels and nearby accommodations can be found via information desks or booking counters","Lodging query | Auto-generated"
"131","Hi, Can I purchase extra allowance for hookah online or at the airport?","en","facilities","departure","{""service"":""shoeshine""}","Shoeshine stands are available in the departure lounge near the premium shops","Personal service | Auto-generated"
"132","Are there special counters for infants at check-in? Please advise.","en","facilities","departure","{""service"":""internet""}","Yes, free WiFi is available throughout; internet kiosks are in the business center","Web access | Auto-generated"
"133","Are there special counters for elderly passengers at check-in — can you confirm?","en","facilities","departure","{""facility"":""telephone""}","Public telephone booths are located near the entrance and in the departure lounge","Communication | Auto-generated"
"134","Please tell me: how early should i get to the airport to drop off cricket bat?","en","facilities","departure","{""facility"":""post office""}","A small postal service counter is available near the main entrance during business hours","Postal service | Auto-generated"
"135","Hi, Who should I contact if my camera is damaged during handling? [35]","en","facilities","departure","{""facility"":""TV area""}","TV screens showing news and flight information are in all gate seating areas","Entertainment | Auto-generated"
"136","If my baby formula is overweight, what are the next steps — can you confirm?","en","facilities","departure","{""service"":""massage""}","Chair massage services are available in the Premium Lounge","Relaxation service | Auto-generated"
"137","Please tell me: are there special counters for infants at check-in?","en","facilities","departure","{""facility"":""customer service""}","Customer service and complaint office is located in the main departure hall","Support desk | Auto-generated"
"138","Hi, What are the packing recommendations for laptop?","en","facilities","departure","{""facility"":""convenience store""}","Convenience stores selling snacks and beverages are near all gate clusters","Quick shopping | Auto-generated"
"139","Hi, Is camera allowed in cabin baggage or must it be checked?","en","facilities","departure","{""facility"":""elevator""}","Elevators and escalators are located at both ends of the terminal connecting all floors","Vertical transport | Auto-generated"
"140","How much oversize fee will I pay for perfume? Please advise.","en","facilities","departure","{""facility"":""health screening""}","Health screening and temperature check stations are at the entrance and after security","COVID measures | Auto-generated"
"141","Hi, Who should I contact if my perfume is damaged during handling?","en","facilities","departure","{""service"":""printing""}","Self-service kiosks for printing boarding passes are near check-in counters","Check-in service | Auto-generated"
"142","Hi, How early should I get to the airport to drop off camera?","en","facilities","departure","{""facility"":""luxury shop""}","Luxury and premium brand stores are in the duty-free area after security","High-end shopping | Auto-generated"
"143","Hi, How early should I get to the airport to drop off perfume?","en","facilities","departure","{""facility"":""ticket office""}","Airline ticket counters and offices are in the check-in area","Ticketing | Auto-generated"
"144","What is the business class allowance for passengers — can you confirm?","en","facilities","departure","{""service"":""shoe repair""}","Quick shoe repair services are occasionally available near shoeshine stands","Repair service | Auto-generated"
"145","Hi, Who should I contact if my camera is damaged during handling? [45]","en","facilities","departure","{""facility"":""vending machine""}","Vending machines for snacks and drinks are located throughout the terminal","Automated service | Auto-generated"
"146","What is the business class allowance for passengers?","en","facilities","departure","{""facility"":""nursery""}","A dedicated mother and baby room is available near Gate 3 with privacy and facilities","Maternal care | Auto-generated"
"147","What are the packing recommendations for baby formula — can you confirm?","en","facilities","departure","{""facility"":""display board""}","Flight information display screens are throughout the terminal and at all gates","Flight info | Auto-generated"
"148","Hi, Who should I contact if my cricket bat is damaged during handling?","en","facilities","departure","{""facility"":""jewelry shop""}","Jewelry and accessories shops are in the departure shopping area","Luxury items | Auto-generated"
"149","Who should I contact if my camera is damaged during handling?","en","facilities","departure","{""facility"":""feedback""}","Feedback forms and complaint boxes are at customer service desks and information counters","Passenger feedback | Auto-generated"
"150","Hi, Who should I contact if my camera is damaged during handling? [50]","en","facilities","departure","{""facility"":""lounge"",""payment"":""credit card""}","Some premium credit cards offer complimentary lounge access; check with lounge reception","Card benefits | Auto-generated"
"151","Please tell me: if my cricket bat is overweight, what are the next steps? [51]","en","facilities","departure","{""facility"":""restaurant"",""dietary"":""halal""}","All food outlets at Islamabad International Airport serve halal-certified food, as this is standard practice in Pakistan. Popular options include KFC, Subway, and Taste of Pakistan restaurant which offers traditional Pakistani cuisine including biryani, nihari, and kebabs. Gloria Jean's Coffee serves halal-certified snacks and beverages. The food court area features multiple dining establishments, all adhering to Islamic dietary requirements. You'll also find convenience stores selling packaged halal snacks, sandwiches, and beverages throughout the terminal. For vegetarian options, Subway offers extensive customizable salads and sandwiches, while Taste of Pakistan has vegetarian curries and lentil dishes.","Halal dining | Auto-generated"
"152","What is the economy class allowance for passengers? Please advise.","en","facilities","departure","{""facility"":""ablution area"",""religious"":""wudu""}","Yes, dedicated ablution (wudu) facilities are available adjacent to both the men's and women's prayer rooms on the second floor near Gate 5. These areas are specifically designed for Islamic ritual washing before prayers, featuring low-level water taps and seating areas. The facilities are kept clean and well-maintained with continuous water supply. The prayer rooms themselves are spacious, carpeted, and oriented towards the Qibla direction with clear markings. Separate prayer spaces are provided for men and women with appropriate privacy measures. The prayer rooms can accommodate approximately 30-40 worshippers at a time and are open 24/7 for all five daily prayers.","Religious facilities | Auto-generated"
"153","What is the economy class allowance for passengers? Please advise. [53]","en","facilities","departure","{""service"":""wheelchair"",""passenger"":""elderly""}","Absolutely! Wheelchair assistance is available free of charge at Islamabad International Airport. You can request a wheelchair at any of these locations: the main entrance assistance desk, airline check-in counters, or information desks throughout the terminal. It's highly recommended to request wheelchair service in advance when booking your flight or at least call your airline 24-48 hours before departure. Airport staff will provide trained personnel to assist your elderly parent from the check-in area through security screening, to the boarding gate, and onto the aircraft. The service includes help with baggage handling and navigating the terminal. Wheelchairs are also available for connecting flights and can be arranged to wait at the arrival gate.","Mobility assistance | Auto-generated"
"154","Hi, How much excess baggage fee will I pay for cricket bat?","en","facilities","departure","{""facility"":""medical clinic""}","The airport medical center is located on the ground floor near Gate 2 in the departure terminal. This facility is staffed with qualified medical professionals including doctors and nurses who can handle minor medical emergencies, provide first aid, and offer basic medical consultations. The clinic is equipped with essential medical equipment, oxygen supply, automated external defibrillators (AED), and common medications. Services include blood pressure monitoring, glucose testing, wound dressing, and treatment for common ailments like headaches, nausea, or minor injuries. For serious medical emergencies, the clinic can coordinate with nearby hospitals and ambulance services. The medical center operates 24/7 to ensure passenger safety and wellbeing. Paramedics are also stationed throughout the terminal and can be quickly summoned through any information desk or by approaching security personnel.","Emergency medical care | Auto-generated"
"155","Are there special counters for elderly passengers at check-in — can you confirm? [55]","en","facilities","departure","{""facility"":""quiet area"",""purpose"":""rest""}","While Islamabad International Airport doesn't have dedicated sleeping pods or rest capsules, there are several quiet seating areas where passengers can rest during layovers. The best options include: the gate seating areas near Gates 8-10 which tend to be less crowded and have reclining seats, the upper level near the prayer rooms which offers a calmer environment, and the Premium Lounge (available for business class passengers or with paid access) which provides comfortable seating, dim lighting, and a quieter atmosphere. The lounge also offers shower facilities and rest areas. For passengers on extended layovers (8+ hours), some nearby hotels offer day-use rooms that can be booked through the airport information desk. The terminal maintains 24-hour lighting, so if you're sensitive to light, consider bringing an eye mask. Security is present throughout the terminal, making it safe to rest, though it's advised to keep your belongings secure and valuables on your person.","Rest facilities | Auto-generated"
"156","Are there special counters for families at check-in?","en","facilities","departure","{""facility"":""souvenir shop"",""item"":""handicrafts""}","Traditional Pakistani handicrafts and souvenirs are available at several locations in the departure terminal. The main souvenir shops near Gates 4 and 7 offer an excellent selection of authentic Pakistani products including: hand-embroidered textiles and shawls, miniature truck art replicas, blue pottery from Multan, onyx and marble handicrafts, traditional jewelry featuring semi-precious stones, Peshawar chappal (traditional footwear), pashmina shawls from northern areas, brass and copper decorative items, and packaged Pakistani spices and teas. The duty-free shops also carry some Pakistani handicraft items. Prices range from small items at 500-1,000 rupees to premium crafts costing several thousand rupees. Shop staff can provide certificates of authenticity for higher-value items and arrange appropriate packaging for fragile handicrafts. These make excellent gifts representing Pakistani culture and craftsmanship.","Cultural shopping | Auto-generated"
"157","Please tell me: what is the international flights allowance for passengers?","en","facilities","departure","{""facility"":""shower"",""service"":""hygiene""}","Shower facilities are available in the Premium Lounge located on the first floor near Gate 6. Access to the lounge and its shower facilities is available for business class passengers, first class ticket holders, eligible frequent flyer program members, or passengers who purchase a day pass (approximately 3,000-4,000 rupees). The shower rooms are private, clean, and well-maintained, equipped with hot water, toiletries, towels, and hair dryers. Each shower room includes a changing area and basic amenities. For passengers without lounge access, some nearby airport hotels offer shower facilities that can be used for a fee even without booking a room. Unfortunately, there are no pay-per-use public shower facilities in the main terminal area. If you need to freshen up without a full shower, the restrooms throughout the terminal have wash basins, and you can purchase toiletries at the convenience stores or pharmacy.","Personal hygiene | Auto-generated"
"158","Please tell me: can i purchase extra allowance for perfume online or at the airport?","en","facilities","departure","{""facility"":""SIM shop"",""service"":""mobile""}","Yes, several telecom provider shops are located near the main entrance of the departure terminal and in the arrival area. The major Pakistani mobile networks represented include Jazz, Telenor, Zong, and Ufone. These shops sell prepaid SIM cards specifically designed for tourists and visitors, offering various data and calling packages. To purchase a SIM card, you'll need to present your passport and may need to provide biometric verification as per Pakistani regulations. Typical tourist SIM packages range from 500-2,000 rupees and include data allowances from 5GB to unlimited, plus local calling minutes. Staff can help you choose an appropriate package based on your travel duration and usage needs. The SIM cards are activated immediately or within a few hours. Some shops also sell mobile phone accessories, portable chargers, and international calling cards. Remember that certain areas in northern Pakistan may have limited network coverage regardless of provider.","Mobile connectivity | Auto-generated"
"159","Who should I contact if my hookah is damaged during handling — can you confirm?","en","facilities","departure","{""facility"":""currency exchange"",""service"":""forex""}","Currency exchange services are available at multiple locations throughout Islamabad International Airport. The main exchange counters are located near the main entrance of the departure terminal and within the departure lounge after security. These counters are operated by authorized money exchangers and banks, typically offering competitive rates for major currencies including US Dollars, British Pounds, Euros, UAE Dirhams, Saudi Riyals, and other common international currencies. The exchange counters usually operate from early morning (around 6 AM) until late evening (around 11 PM), with some offering 24-hour service depending on flight schedules. Additionally, several ATMs throughout the terminal accept international cards (Visa, Mastercard, UnionPay) and dispense Pakistani rupees directly, though your bank may charge foreign transaction fees. It's advisable to compare rates between different counters and ATMs to get the best value. Keep your exchange receipts as you may need them when departing Pakistan to reconvert unused rupees.","Financial services | Auto-generated"
"160","Hi, What is the international flights allowance for passengers? [60]","en","facilities","departure","{""facility"":""kids zone"",""passenger"":""children""}","Yes, a dedicated children's play area is located near Gate 5 in the departure lounge. This colorful, safe play zone features age-appropriate equipment including slides, climbing structures, soft play elements, and interactive games suitable for children aged 2-10 years. The area is carpeted with soft flooring to prevent injuries and is designed with parents' supervision in mind, allowing clear visibility from surrounding seating. While there isn't a specialized toy store, the souvenir shops near Gates 4 and 7 carry a selection of toys, stuffed animals, coloring books, and children's activities that can keep kids entertained during waits. The convenience stores also stock children's snacks, juice boxes, and small toys. Additionally, many gate areas have charging stations where children can use tablets or devices. The Premium Lounge, if accessible, offers additional child-friendly amenities and quieter spaces for families. Restrooms near the play area include baby changing facilities and family restrooms with extra space for parents with multiple children.","Family facilities | Auto-generated"
"161","Hi, Are there special counters for elderly passengers at check-in?","en","facilities","departure","{""facility"":""lost and found"",""service"":""lost items""}","The Lost and Found office is located near the main information desk in the central area of the departure hall on the ground floor. This office handles all inquiries related to lost personal items, misplaced baggage, and found property within the airport terminal. Staff maintain a comprehensive database and storage system for recovered items. If you've lost something before security screening, report it immediately to the Lost and Found office. For items lost after security or at boarding gates, contact the office but also inform your airline's customer service desk as they maintain separate records for gate areas. To claim lost baggage that didn't arrive with you, you must file a Property Irregularity Report (PIR) at your airline's baggage service counter in the arrival area. The Lost and Found office operates during regular business hours (approximately 8 AM to 8 PM) but after-hours reports can be filed with airport security or information desks who will forward the information. When reporting lost items, provide detailed descriptions including brand, color, contents, and exact location where you last saw the item. The office typically holds found items for 30-90 days depending on value and type.","Lost property | Auto-generated"
"162","Please tell me: if my cricket bat is overweight, what are the next steps? [62]","en","facilities","departure","{""service"":""WiFi rental"",""tech"":""internet""}","While Islamabad International Airport provides free WiFi throughout the terminal (network name: ISB_Airport_Free), portable WiFi device rentals are not directly available at the airport. However, the telecom shops near the entrance sell mobile WiFi hotspot devices and prepaid SIM cards with substantial data packages that can serve the same purpose. For improved internet access beyond the free WiFi, consider these options: purchase a local Pakistani SIM card with a data package from Jazz, Telenor, or Zong shops (4G LTE coverage is available in major cities), use the business center in the Premium Lounge which offers dedicated high-speed wired internet connections, or contact the information desk about temporary internet access passes for business travelers. The free airport WiFi is generally adequate for email, messaging, and light browsing but may have bandwidth limitations during peak hours. For video streaming, large file downloads, or video calls, a personal data connection is recommended. Many cafes and restaurants in the terminal also offer their own WiFi networks which may have better speeds.","Enhanced connectivity | Auto-generated"
"163","Is adapter allowed in cabin baggage or must it be checked — can you confirm?","en","facilities","departure","{""facility"":""electronics shop"",""item"":""adapter""}","Electronics accessories including power adapters, phone chargers, and travel converters are available at several locations in Islamabad International Airport. The convenience stores near the gate clusters stock basic phone charging cables (USB-C, Lightning, and Micro-USB), portable power banks, and international power adapters. The electronics shops in the duty-free area after security offer a wider selection of premium brands and universal travel adapters suitable for various countries. Pakistan uses Type C and Type D electrical outlets (230V, 50Hz), so if you're arriving from countries using different standards, you'll need an adapter. Prices range from 500 rupees for basic charging cables to 2,000-4,000 rupees for quality universal adapters or power banks. The mobile phone accessory shops near the telecom stores at the entrance also carry these items. If you forgot your charger, remember that many gate seating areas have USB charging ports built into the seats, and wireless charging pads are available in the Premium Lounge. In emergencies, you can ask at information desks if they have loaner chargers available.","Travel electronics | Auto-generated"
"164","Please tell me: if my hookah is overweight, what are the next steps?","en","facilities","departure","{""facility"":""smoking area"",""policy"":""smoking""}","Yes, designated smoking areas are available for passengers at Islamabad International Airport, as smoking is prohibited throughout the interior of the terminal building in accordance with Pakistani aviation regulations and public health laws. The smoking area is located in an outdoor section accessible from the departure lounge, typically past security screening. This outdoor space is covered but open-air, equipped with seating, ashtrays, and adequate ventilation. It can be accessed while remaining within the secure area, so you won't need to go through security again. Look for clear signage indicating 'Smoking Area' or ask information desk staff for specific directions as you move through the terminal. Smoking any tobacco products, including cigarettes, cigars, and hookahs, inside the terminal building, restrooms, or gate areas is strictly forbidden and can result in substantial fines or legal action. Electronic cigarettes and vaping devices are also subject to the same restrictions. If you're a smoker with a long wait before your flight, plan your visits to the smoking area accordingly, allowing enough time to return to your gate for boarding announcements.","Smoking facilities | Auto-generated"
"165","Are there special counters for families at check-in? Please advise.","en","facilities","departure","{""facility"":""food shop"",""item"":""snacks""}","Pakistani snacks and traditional sweets are available at multiple locations in the departure terminal. The convenience stores and souvenir shops stock packaged Pakistani treats including: various brands of chips and namkeen (savory snacks), biscuits and cookies from local brands like Peek Freans and EBM, traditional sweets like Sohan Halwa from Multan, packaged mithai (Indian sweets) such as gulab jamun and barfi, dried fruits and nuts which are popular Pakistani snacks, nimco (spicy mixed nuts and lentils), and packaged samosas and other savory items suitable for travel. The main gift shop near Gate 7 has a dedicated section for food items with attractive packaging suitable for gifts. Taste of Pakistan restaurant sometimes sells packaged versions of their popular dishes. Prices vary from 200-1,000 rupees depending on quantity and type. These make excellent gifts or personal snacks and most are TSA-compliant for international carry-on. Remember to check destination country customs regulations regarding food items before purchasing large quantities, as some countries restrict importation of certain food products.","Traditional snacks | Auto-generated"
"166","Is hookah allowed in cabin baggage or must it be checked? Please advise.","en","facilities","departure","{""service"":""printing"",""facility"":""business center""}","Yes, document printing, photocopying, and business services are available at Islamabad International Airport through several options. The primary facility is the business center located within the Premium Lounge on the first floor near Gate 6, which offers professional printing services, high-speed photocopying, scanning, faxing (though rare nowadays), document binding, and lamination services. This facility is equipped with modern printers, computers with internet access, and office supplies. Access to the business center typically requires lounge access (business class ticket, day pass purchase, or eligible frequent flyer status). Alternatively, the customer service desks and information counters throughout the terminal can assist with basic printing needs such as boarding passes, and some airline counters may help print important travel documents if you explain your situation. For urgent business needs, some passengers report success asking at airline business class check-in counters. Charges for printing services in the business center typically range from 20-50 rupees per page for black and white, and 50-100 rupees for color printing. If you need extensive business services, consider arriving early or budgeting time to access the Premium Lounge.","Business services | Auto-generated"
"167","Hi, Are there special counters for families at check-in?","en","facilities","departure","{""service"":""baggage wrapping"",""cost"":""price""}","Professional baggage wrapping services are available near the check-in counters in the departure hall at Islamabad International Airport. These services are typically operated by private vendors with clearly marked stalls or counters, usually identified by signs reading 'Baggage Wrapping' or 'Luggage Protection Service.' The service involves wrapping your entire suitcase or bag in thick, durable plastic film that protects against dirt, moisture, tampering, and minor damage during handling. This is particularly popular among Pakistani travelers and highly recommended for: bags with broken or weak handles/wheels, luggage containing fragile or valuable items, bags that look similar to many others (the wrapping makes yours distinctive), protection against unauthorized opening or theft, and keeping bags clean during transit. Prices typically range from 200-300 rupees per regular-sized bag, with larger or odd-shaped items costing 400-500 rupees. The process takes approximately 3-5 minutes per bag. The plastic wrap is transparent so security officials can still see your bag content on X-ray machines, but it provides a visible seal showing if anyone has tampered with your luggage. Most travelers find this a worthwhile investment for peace of mind.","Luggage protection | Auto-generated"
"168","Please tell me: what are the packing recommendations for baby formula?","en","facilities","departure","{""service"":""travel insurance"",""facility"":""insurance counter""}","Yes, travel insurance can be purchased at Islamabad International Airport through dedicated insurance counters located near the check-in area in the departure hall. Several Pakistani insurance companies maintain representatives or automated kiosks at the airport, offering various travel insurance policies for both domestic and international travel. These policies typically cover: medical emergencies and hospitalization during travel, trip cancellation or interruption, lost or delayed baggage, flight delays and missed connections, emergency evacuation, and personal liability. Policy options range from basic coverage (around 1,000-2,000 rupees) for short domestic trips to comprehensive international coverage (5,000-15,000 rupees or more) depending on destination, duration, and coverage limits. Insurance agents can help you select appropriate coverage based on your destination and travel plans. It's generally more economical to purchase travel insurance online before arriving at the airport, but last-minute purchases are certainly possible. Bring your passport, flight details, and payment method (most counters accept both cash and cards). Some credit cards also provide complimentary travel insurance benefits for tickets purchased with the card—check with your bank before purchasing additional coverage. The insurance counters typically operate during peak flight hours but may have limited availability during early morning or late night.","Insurance services | Auto-generated"
"169","Please tell me: who should i contact if my reading material is damaged during handling?","en","facilities","departure","{""facility"":""bookstore"",""item"":""reading material""}","Reading materials including magazines, newspapers, and books are available at the bookshop located near Gate 6 in the departure lounge. This retail outlet stocks: current Pakistani English and Urdu newspapers (Dawn, The News, Express Tribune, Jang, Express), international newspapers and magazines (subject to availability, typically including major publications like Time, The Economist), Pakistani magazines covering topics like current affairs, lifestyle, and entertainment, bestselling English and Urdu books including fiction, non-fiction, and Pakistani authors, children's books and activity books for young travelers, travel guides and maps for various destinations, and crossword puzzle books and sudoku for in-flight entertainment. The convenience stores near gate clusters also carry a limited selection of magazines and newspapers. Prices are slightly higher than regular bookstores due to the airport location premium. Digital alternatives are also worth considering—you can download e-books, magazines, and newspapers to your device using the free airport WiFi before boarding. The bookshop staff can recommend Pakistani literature if you're interested in learning more about the country and culture. Operating hours typically align with flight schedules, with extended hours during peak travel times.","Reading materials | Auto-generated"
"170","Please tell me: what is the business class allowance for passengers? [70]","en","facilities","departure","{""service"":""internet kiosk"",""facility"":""computer""}","Public internet access through computers and kiosks is limited at Islamabad International Airport. The primary option is the business center within the Premium Lounge (first floor, near Gate 6), which features desktop computers with high-speed internet, Microsoft Office suite, and printing capabilities—however, this requires lounge access through business class tickets, day pass purchase, or qualifying frequent flyer status. The main terminal does not have traditional internet café-style kiosks for general passenger use. However, several alternatives exist: the free airport WiFi (ISB_Airport_Free) provides comprehensive coverage throughout the terminal for your personal devices (smartphones, tablets, laptops), self-service check-in kiosks near airline counters can be used for basic flight-related internet functions, and information desk staff may assist with urgent internet needs such as accessing flight information or printing essential documents. If you urgently need computer access without lounge entry, consider asking at airline customer service desks or explaining your situation to staff at the information counter—they may provide solutions for critical needs. Most modern travelers rely on personal smartphones or tablets with the free WiFi rather than public computers. For future reference, consider traveling with a smartphone or tablet to ensure you can access essential services and communication during your journey.","Computer access | Auto-generated"
"171","If my hookah is overweight, what are the next steps? Please advise.","en","facilities","departure","{""facility"":""restaurant"",""dietary"":""halal meat""}","Yes, absolutely! All meat served at restaurants and food outlets in Islamabad International Airport is 100% halal-certified, as this is a mandatory requirement for all food establishments in Pakistan. This includes KFC's chicken products, Subway's meat options, and all dishes at Taste of Pakistan restaurant. Pakistani law requires halal certification for all meat products sold and served in public establishments, and the airport strictly enforces these regulations. You can confidently order any meat-containing dish knowing it meets Islamic dietary laws. The restaurants display their halal certificates prominently, and staff can provide additional confirmation if requested. This applies to all forms of meat including chicken, beef, and lamb. The food outlets source their meat from certified halal suppliers who follow proper Islamic slaughter methods (zabiha). Even international chain restaurants operating in Pakistan, like KFC and Subway, adapt their supply chains to use halal-certified ingredients to comply with local requirements and cater to the predominantly Muslim population and international Muslim travelers.","Halal certification | Auto-generated"
"172","What are the packing recommendations for hookah — can you confirm?","en","facilities","departure","{""facility"":""workspace"",""service"":""quiet""}","For a quiet workspace to use your laptop at Islamabad International Airport, your best options are: The Premium Lounge on the first floor near Gate 6 offers dedicated work areas with comfortable seating, power outlets, good lighting, and minimal noise—ideal for productive work. Access requires business class tickets, lounge membership, or day pass purchase (3,000-4,000 rupees). The upper level seating areas near the prayer rooms (second floor) tend to be quieter than the main departure hall and have some desk-style seating with power outlets. Gate seating areas during off-peak hours, particularly Gates 8-10, can provide relatively quiet spaces, though noise levels vary depending on nearby flight activity. Some corners of the food court have individual table seating where you can work while having access to refreshments. All these areas have free WiFi coverage (ISB_Airport_Free network). For important work calls or video conferences, note that the terminal can be noisy during peak hours, so noise-cancelling headphones are highly recommended. The Premium Lounge offers the most professional and quiet environment if you need extended focus time for work. Power outlets are available at most seating areas throughout the terminal for charging laptops and devices.","Work environment | Auto-generated"
"173","Hi, Is laptop allowed in cabin baggage or must it be checked?","en","facilities","departure","{""service"":""fax"",""facility"":""business""}","While fax services are becoming increasingly rare due to modern communication alternatives, limited fax capabilities may be available through the business center in the Premium Lounge (first floor, near Gate 6). However, fax machines are not commonly maintained anymore as most business communication has transitioned to email, scanning, and digital document sharing. If you specifically need to send or receive a fax, your best options are: Contact the Premium Lounge business center to inquire about availability (access requires lounge entry), approach your airline's customer service desk to explain your urgent situation—they may have fax capabilities for special circumstances, use the airport information desk which might be able to direct you to alternative solutions, or consider using online fax services (e-fax) which allow sending faxes via email using the free airport WiFi with your smartphone or laptop. Given that fax usage has declined dramatically, it's advisable to plan ahead for important document transmissions by using email with scanned attachments or cloud-based document sharing services instead. If you absolutely need fax services, some business hotels near the airport offer this facility and can be contacted for assistance.","Legacy communication | Auto-generated"
