"id","query","language","intent","terminal","entities","expected_response","notes"
"142","Agar main apna baggage tag jama nahi karta to kya hoga? — plz confirm.","roman_ur","baggage","departure","{}","Baggage tag aapke luggage claim karne ke liye zaroori hai; agar aap use kho dein to foran report karein","Important document | Auto-generated"
"143","Kya premium economy ke liye weight restrictions hain? — plz confirm.","roman_ur","baggage","departure","{""class"":""premium economy""}","Premium economy passengers ko usually 25kg checked baggage allowance milti hai","Mid-tier class | Auto-generated"
"144","Kya main dosre passengers ke sath baggage consolidate kar sakta hoon? — plz confirm.","roman_ur","baggage","departure","{}","Baggage pooling airline policy par depend karta hai; kuch ek hi booking par passengers ke liye ijazat deti hain","Group travel | Auto-generated"
"145","Checked bags ke liye kaun si packaging tajweez ki jati hai? — plz confirm.","roman_ur","baggage","departure","{}","Nazuk items ke liye hard-shell suitcases istemal karein, tamam zippers secure karein aur TSA locks istemal karein","Packing advice | Auto-generated"
"146","Kya batteries checked luggage mein ijazat hain? — plz confirm.","roman_ur","baggage","departure","{""item"":""batteries""}","Spare lithium batteries cabin baggage mein honi chahiyein; devices mein installed batteries check ki ja sakti hain","Battery rules | Auto-generated"
"147","Kya main booking ke baad apne baggage allowance change kar sakta hoon? — plz confirm.","roman_ur","baggage","departure","{}","Ji haan, aap check-in se pehle online ya airport counter par additional allowance khareed sakte hain","Post-booking changes | Auto-generated"
"148","Gumshuda baggage ki zimmedari ki had kya hai? — plz confirm.","roman_ur","baggage","departure","{}","International flights ke liye airlines ki zimmedari per passenger taqreeban 1,500-2,000 dollar tak limited hai","Compensation limits | Auto-generated"
"149","Kya koi color-coded baggage tags hain? — plz confirm.","roman_ur","baggage","departure","{}","Airlines destination aur route ki shanakht ke liye color-coded tags istemal karti hain; priority tags mukhtalif rang ke ho sakte hain","Tag system | Auto-generated"
"150","Kya main Christmas ki sajawat checked baggage mein le ja sakta hoon? — plz confirm.","roman_ur","baggage","departure","{""item"":""decorations""}","Ghair nazuk sajawat ijazat hai; sheeshe ki decorations se bachein ya unhein tootne se bachane ke liye munasib tareeqe se pack karein","Seasonal items | Auto-generated"
"151","Main apni boorhi walida ke sath safar kar raha hoon, kya humein saman mein madad mil sakti hai? — plz confirm.","roman_ur","baggage","departure","{""passenger"":""elderly""}","Ji haan, Islamabad International Airport buzurg musafiro aur unke saman ke liye jaame madadi khidmat faraham karta hai. Aap check-in counter par muft wheelchair aur porter services ki darkhwast kar sakte hain. Hamara tarbiyat yafta amla aapki walida ki check-in area se lekar security screening tak mukammal madad karega, aur wo poray amal ke dauran aapke saman ko uthane aur munazzam karne mein bhi madad karenge. Porter service mein bag ko check-in belt par load karna, aapke sath security area tak jana, aur yeh yaqeeni banana shamil hai ke aapke tamam saman ko munasib tareeqe se sambhala jaye. Behtareen tajurbe ke liye, jab aap pehli baar check-in counter par pohanchein to airline ke amle ko apni madad ki zarooriyat ke barey mein aagah karein, aur wo fori madad ka bandubast karenge.","Buzurgo ki madad | Auto-generated"
"152","Agar meri munsalik parvaz mukhtalif airline ki hai to kya hoga? — plz confirm.","roman_ur","baggage","departure","{""flight_type"":""connecting""}","Jab aapki Islamabad International Airport par mukhtalif airlines ke sath munsalik parwazain hain, to aapko apna checked shuda saman pehli parvaz ke baggage claim area se jama karna hoga aur phir ise apni dosri airline ke namzad check-in counter par dobara check karna hoga. Yeh inter-airline connections ke liye meyari tareeqa kar hai kyunke har airline ka alag baggage handling system aur zimmedari hoti hai. Apni pehli parvaz ki rawangi se pehle, apni ibtedai airline ke check-in amle ke sath mukammal muntaqli ke tareeqa kar ki tasdeeq karein, kyunke wo waqt aur aapki munsalik airline ke liye konsa counter istemaal karna hai ke barey mein mukhassis rahnumai faraham kar sakte hain. Yaqeeni banayein ke parwazo ke darmiyan kafi waqt ho - hum airlines tabdeel karte waqt mulki connections ke liye kam az kam 3-4 ghante aur bain ul aqwami connections ke liye 4-5 ghante ki sifarish karte hain.","Mukhtalif airline muntaqli | Auto-generated"
"153","Kya main apne hand luggage mein khushk mewa jaat aur giri dar mewe le ja sakta hoon? — plz confirm.","roman_ur","baggage","departure","{""item"":""dried fruits""}","Ji haan, aap apne hand luggage mein khushk mewa jaat, giri dar mewe, beej aur degar package shuda namkeen baghair kisi miqdaar ki pabandi ya khasoosi ijazat ki zaroorat ke le ja sakte hain. Yeh ashya maayeat ya mehdood saman ke tor par darjabandi nahi hain, is liye wo baghair kisi masle ke security screening se guzar jati hain. Sahulat ke liye aur security check ko tez karne ke liye, behtar hai ke in khane ki ashya ko unki asli sealed packaging mein rakhein ya unhein saaf, shaffaf plastic bag ya containers mein rakhein. Yeh security ahlkaro ke liye X-ray screening ke dauran mawad ki fori shanakht ko asan banata hai. Maqbool ashya jaise badam, kaju, pista, khushk khoobani, khajoorein, kishmish aur trail mix aam tor par musafiro ki taraf se le jaye jate hain aur bilkul qabil-e-qubool hain.","Namkeen ki ijazat | Auto-generated"
"154","Meri parvaz 5 ghante taakhir ka shikar hai, main apna saman kahan store kar sakta hoon? — plz confirm.","roman_ur","baggage","departure","{""issue"":""delayed flight""}","Ahem parvaz ki taakhir ke liye, Islamabad International Airport departure hall ke markazi dakhili raste ke qareeb left luggage storage sahuliyat pesh karta hai. Storage service 24/7 kaam karti hai aur aapke saman ke size aur wazn ke lehaz se taqreeban 300-500 rupay per bag per din wasool karti hai. Yeh sahulat mehfooz hai, CCTV cameras se nigraani ki jati hai, aur tarbiyat yafta ahlkaro ki nigraani mein hai jo aapko ek claim ticket faraham karenge. Mutabadil tor par, aapko apni airline ke customer service desk par check karna chahiye, kyunke bohat si airlines ahem taakhir se mutasir musafiro ke liye muft aarzi baggage storage pesh karti hain.","Taakhir storage | Auto-generated"
"155","Kya yahan khud baggage tag print karne ki machine hai? — plz confirm.","roman_ur","baggage","departure","{""service"":""tag printing""}","Nahi, Islamabad International Airport par fil waqt musafiro ke istemaal ke liye self-service baggage tag printing kiosk dastyab nahi hain. Tamam baggage tags check-in counters par majaaz airline amle ki taraf se print aur munsalik kiye jane chahiye. Yeh nizam is liye maujood hai kyunke baggage tags mein mukhassis barcodes aur raste ki maaloomat hoti hai jo airline ke baggage handling system mein durust tareeqe se daakhil honi chahiye. Airline ka amla sahih manzil ke codes, parvaz numbers aur handling hidayaat ke sath tag print karne ke liye tarbiyat yafta hai.","Tag service | Auto-generated"
"156","Kya main apna Quran Pak aur tasbeeh hand luggage mein le ja sakta hoon? — plz confirm.","roman_ur","baggage","departure","{""item"":""religious items""}","Ji haan, Quran Pak, tasbeeh, namaz ki chattai, Islami kutub, aur degar mazhabi ashya tamam Pakistani airports par cabin baggage aur checked shuda saman dono mein mukammal tor par ijazat shuda hain. Yeh ashya zaati mazhabi mawad ke tor par shumar hoti hain aur airport security zawabit ke tahat ehtiraam faraham kiya jata hai. Aap apna Quran kisi bhi format mein le ja sakte hain. Lakri, patthar ya plastic ki tasbeeh baghair pabandi ke jaez hain. Bohat se Muslim musafir Zamzam ki chhoti botlein, itr, ya miswak bhi le jate hain.","Mazhabi ashya | Auto-generated"
"157","Mujhe apne sheerkhwar bachay ke liye bachay ka doodh powder le jana hai, kya yeh jaez hai? — plz confirm.","roman_ur","baggage","departure","{""item"":""baby milk powder""}","Ji haan, bachay ka formula doodh powder, sheerkhwar khoraak, aur mutaliq feeding supplies cabin baggage mein mukammal tor par jaez hain. Pakistani airport security bachon ke sath safar karne wale waldain ke liye khasoosi rahaish faraham karti hai. Aap apne poray safar ke liye kafi formula le ja sakte hain, bashamool mumkina taakhir ke liye izafi hisse. Sheerkhwar ke sath safar karte waqt bachay ka formula powder ki miqdaar ki hadood se mustasniya hai. Formula ko iske asli branded container mein rakhna madadgar hai.","Bachay ki feeding ashya | Auto-generated"
"158","Mere suitcase ka pahiya toota hua hai, kya airline ise qubool karegi? — plz confirm.","roman_ur","baggage","departure","{""issue"":""damaged luggage""}","Ji haan, airlines tootay hue pahiyo wale saman ko check-in ke liye qubool karengi. Taham, yeh sakhti se sifarish ki jati hai ke aap apne kharab saman ko peshawrana wrapping service par lapet lein, jiski qeemat taqreeban 200-300 rupay per bag hai. Wrapping mazeed nuqsan ko rokti hai, tootay hue hisson ko conveyor belt par phansnay se bachati hai, aur bag ke mawad ko numayish se bachati hai. Agar aapka pahiya mukammal tor par alag ho gaya hai to check-in amle ko muttalay karein take wo aapke bag par nazuk tag laga sakein.","Kharab bag qubooliyat | Auto-generated"
"159","Kya main apna rawayati huqqa checked shuda saman mein la sakta hoon? — plz confirm.","roman_ur","baggage","departure","{""item"":""hookah""}","Ji haan, rawayati huqqay checked shuda saman mein jaez hain. Taham, huqqa bilkul saaf hona chahiye jismein tambaaku ka koi oshesh na ho. Packing se pehle tamam chambers, naliyaan, aur pyale ko achhi tarah saaf karein. Apne huqqay ko ehtiyat se kafi cushioning ke sath pack karein take sheeshay ki buniyad tootne se bachay. Bubble wrap, foam, ya motay kapray padding ke liye achhi tarah kaam karte hain. Agar huqqay mein kai hisse hain to unhein alag alag pack karne par ghour karein.","Rawayati ashya | Auto-generated"
"160","Kya chhotay bachon wale khandano ke liye khasoosi counter hai? — plz confirm.","roman_ur","baggage","departure","{""passenger"":""family""}","Ji haan, Islamabad International Airport mein chhotay bachon ke sath safar karne wale musafiro ke liye khasoosi family check-in lines hain, jo counters 15-18 par waqay hain. Yeh tarjeehi lines wazehan tor par nishan zad hain aur waldain ke liye check-in ko tez aur kam dabao wala banane ke liye design ki gayi hain. Family lines mein aam tor par chhoti qatarain hoti hain aur amle ko family ki mukhassis zarooriyat mein madad ke liye tarbiyat di gayi hai. Airport mein bachay ke diaper tabdeel karne ke kamre, nursing room, aur bachon ke khelne ke ilaqe bhi hain.","Khandani khidmat | Auto-generated"
"161","Main apni cricket kit le ja raha hoon, kya mujhe kisi khaas dastavez ki zaroorat hai? — plz confirm.","roman_ur","baggage","departure","{""item"":""sports equipment""}","Nahi, Islamabad International Airport par cricket ke saman ko checked baggage ke tor par le jane ke liye kisi khaas dastavez ya ijazat ki zaroorat nahi hai. Cricket ke bat, pads, helmet, dastane, stumps, aur degar cricket gear aam tor par musafiro ki taraf se muntaqil kiye jate hain. Aapki cricket kit aapke baqaida checked baggage weight allowance mein shumar hogi. Cricket bat checked saman mein hone chahiye aur cabin baggage mein nahi le jaye ja sakte. Qeemti signed bats ke liye izafi insurance coverage hasil karne par ghour karein.","Khelo ki dastavezat | Auto-generated"
"162","Kya main apni walida ki silai machine check-in kar sakta hoon? — plz confirm.","roman_ur","baggage","departure","{""item"":""sewing machine""}","Ji haan, aap silai machine ko baggage ke tor par check-in kar sakte hain. Ghareloo ashya aur aalaat checked saman mein aam tor par jaez hain bashart ke wo munasib tareeqe se pack hon. Packing se pehle, electric model ki power cord ko hata dein aur alag se pack karein. Sui ko hata dein ya mehfooz karein. Machine ko iski asli box mein pack karein, ya mazboot cardboard box ya hard shell suitcase istemaal karein. Machine aapke checked baggage weight allowance mein shumar hogi.","Ghareloo aalaat | Auto-generated"
"163","Meri parvaz 40 minute mein board ho rahi hai, kya main abhi saman check kar sakta hoon? — plz confirm.","roman_ur","baggage","departure","{""issue"":""late check-in""}","Aap baggage check-in ki aakhri had ke bohat qareeb hain. Mulki parwazo ke liye baggage check-in aam tor par rawangi se 45 minute pehle band ho jata hai, jabke bain ul aqwami parwazo ke liye 60 minute pehle. Sirf 40 minute boarding tak, aap bain ul aqwami parwazo ke liye aakhri waqt se guzar chuke hain aur mulki parwazo ke liye had par hain. Fori tor par check-in counter par pohanchein aur apni surat-e-haal bayan karein. Kuch airlines istisniya bana sakti hain lekin wo paband nahi hain.","Fori waqt | Auto-generated"
"164","Main apne gaon shahad le jana chahta hoon, kya pabandiya hain? — plz confirm.","roman_ur","baggage","departure","{""item"":""honey""}","Shahad ko hawabazi security ke maqasid ke liye maayeat madda ke tor par darjabandi kiya jata hai. Checked saman ke liye, aap baghair pabandi ke kisi bhi miqdaar mein shahad pack kar sakte hain. Yaqeeni banayein ke bartan mazbooti se sealed aur leak-proof hain, aur unhein plastic bag mein lapet dein. Cabin baggage ke liye, shahad 100ml liquid rule ki pairwi karta hai. Zyada tar musafir checked baggage mein shahad pack karna pasand karte hain.","Maayeat shahad qawaneen | Auto-generated"
"165","Kya meri doorbeen overhead bin mein ja sakti hai? — plz confirm.","roman_ur","baggage","departure","{""item"":""telescope""}","Aapki doorbeen ka overhead bin mein jana bunyadi tor par iske size par munhasir hai. Chhoti portable doorbeen aksar cabin baggage ki zarooriyat poori karti hain aur cabin mein le jayi ja sakti hain. Bari doorbeen cabin size ki hadood se tajawuz karengi aur unhein cargo ke tor par check karna zaroori hoga. Agar aapki doorbeen qeemti hai to ise board par le jayein. Achhi tarah padded carrying case istemaal karein.","Optical gear | Auto-generated"
"166","Mera bag bilkul 23kg hai, kya wo ise qubool karenge? — plz confirm.","roman_ur","baggage","departure","{}","Ji haan, agar aapka bag bilkul 23 kilogram hai to yeh baghair kisi izafi baggage charges ke qubool kiya jayega. 23 kilogram zyada tar airlines par economy class ke liye meyari checked baggage wazn ki had hai. Taham, yaad rakhein ke had se sirf 0.5 kilogram ya 1 kilogram zyada hona bhi izafi baggage fee ka sabab ban sakta hai. Agar aap had ke qareeb hain to apne bhaari ashya pehan lein ya kuch cheezein cabin baggage mein muntaqil karein.","Bilkul wazn | Auto-generated"
"167","Kya main apne rishtedaro ke liye Karachi ka mashoor Sohan Halwa la sakta hoon? — plz confirm.","roman_ur","baggage","departure","{""item"":""sweets""}","Ji haan, aap Karachi ka mashoor Sohan Halwa, Multani Sohan Halwa, ya koi bhi maqami mithai apne checked baggage aur cabin baggage dono mein la sakte hain. Rawayati mithaiyaan Pakistani musafiro ki taraf se sab se zyada muntaqil ki jane wali ashya mein se hain. Sohan Halwa aur isi tarah ki khushk mithaiyaan maayeat ke tor par shumar nahi hoti. Checked baggage ke liye, mithaion ko unke asli boxes ya mehfooz containers mein pack karein.","Maqami mithaiyaan | Auto-generated"
"168","Meri PIA parvaz kal mansookh ho gayi thi, kya main purane baggage tag istemaal kar sakta hoon? — plz confirm.","roman_ur","baggage","departure","{""issue"":""canceled flight""}","Nahi, aap mansookh shuda parvaz ke baggage tag istemaal nahi kar sakte. Jab parvaz mansookh ya dobara schedule ki jati hai to tamam baggage tags ghair moatabar ho jate hain. Har baggage tag mein ek khaas parvaz number, tareekh, manzil, aur rawangi ke waqt se juri mukhassis barcoded maaloomat hoti hai. Jab aap apni dobara scheduled parvaz ke liye airport pohanchein to apne saman, nayi booking ki tasdeeq, aur shanakht ke sath PIA check-in counter par jayein. Check-in amla taza baggage tag jaari karega.","Dobara tagging zaroori | Auto-generated"
"169","Main apni ashya ki hifazat ke liye bubble wrap kahan se khareed sakta hoon? — plz confirm.","roman_ur","baggage","departure","{""service"":""packing materials""}","Badqismati se, Islamabad International Airport terminal area mein bubble wrap, foam, ya padding supplies nahi bechta. Taham, aapke paas kai mutabadil hain. Sab se asan option departure hall mein check-in counters ke qareeb waqay peshawrana baggage wrapping service hai, jo aapke poray suitcase ko sinaati taqat ke plastic wrap mein lapetne ke liye 200-300 rupay wasool karti hai. Androni cushioning ke liye, agar aapke paas airport pohanchne se pehle waqt hai to Rawalpindi ya Islamabad sheher mein stationery ki dukano se bubble wrap khareedein.","Packing supplies | Auto-generated"
"170","Kya main apna electric shaver cabin bag mein rakh sakta hoon? — plz confirm.","roman_ur","baggage","departure","{""item"":""electric shaver""}","Ji haan, electric shaver, beard trimmer, aur degar battery se chalne wale grooming devices cabin baggage mein baghair kisi pabandi ke mukammal tor par jaez hain. Yeh zaati nigahdaasht ke electronic items khatarnak ya mamnoo saman ke tor par darjabandi nahi hain. Apne shaver ko apne cabin bag mein asani se qabil-e-rasaai rakhein. Agar aapke shaver mein lithium battery hai to ise darhaqqiqat cabin baggage mein rehna chahiye na ke checked saman mein.","Grooming tools | Auto-generated"
"171","Main PIA ke liye kaam karta hoon, mera amle ka baggage allowance kya hai? — plz confirm.","roman_ur","baggage","departure","{""passenger"":""airline staff""}","PIA mulazim ke tor par amle ki tickets ya ID travel par safar karte waqt, aapka baggage allowance baqaida musafir allowance se mukhtalif hai. Aam tor par, PIA amle ke paas zyada sakhi allowances hote hain, lekin ain wazn aur tukron ki hadein mukhtalif hoti hain. Apni surat-e-haal ke liye durust maaloomat ke liye, aapko PIA mulazim khidmat ke mohkame se check karna chahiye. Apne amle ke safar ke liye check-in karte waqt, apna PIA mulazim ID card apni amle ki ticket ke sath check-in counter par pesh karein.","Amle ke fawaid | Auto-generated"
"172","Main apni behan ki shadi ke liye sone ke zeverat le ja raha hoon, kya pabandiya hain? — plz confirm.","roman_ur","baggage","departure","{""item"":""jewelry""}","Aap zaati ya khandani istemaal ke liye sone ke zeverat aur degar qeemti zeverat jaise shadi ke tohfe muntaqil kar sakte hain, lekin ahem security aur customs tashweesh hain. Zyada se zyada security ke liye, hamesha mehenge zeverat ko apne cabin baggage mein le jayein na ke checked saman mein. Pakistan ke andar mulki safar ke liye sone ke zeverat ki miqdaar par koi pabandi nahi hai, lekin bari miqdaaron ya aala qeematon ko khareedari ki raseedon ya khandani milkiyat ke record ke sath dastavez kiya jana chahiye.","Qeemti zeverat | Auto-generated"
"173","Mere bag se biryani ki boo aa rahi hai, kya yeh masla hai? — plz confirm.","roman_ur","baggage","departure","{""issue"":""odor""}","Aapke checked baggage mein sealed khane ki ashya jaise biryani se halki khoraak ki boo aam tor par qabil-e-qubool hai. Taham, amli tahafuzat hain. Tez, tund boo jo baggage hold mein phail sakti hai aur dosre musafiro ke saman ko mutasir kar sakti hai, shayistat se bachni chahiye. Asli tashweesh boo nahi balke yeh hai ke aya khana munasib tareeqe se sealed hai aur transit ke dauran leak ya phaile ga nahi. Sakht, sealed plastic containers istemaal karein, aur unhein ehtiyat ke tor par plastic bag mein double wrap karein.","Khane ki boo | Auto-generated"
"174","Kya main apna tabla cabin mein le ja sakta hoon bajaye ise check karne ke? — plz confirm.","roman_ur","baggage","departure","{""item"":""tabla""}","Ji haan, agar aapka tabla meyari cabin baggage size ke tool-o-arz mein fit hota hai aur 7 kilogram wazn ki had se tajawuz nahi karta to aap ise cabin baggage ke tor par le ja sakte hain. Tabla, nisbatan compact mauseeqi ke aale hone ke natay, aksar in zarooriyat ko poora karte hain khaas tor par agar munasib fit shuda naram case mein le jaye jayein. Mauseeqi ke aale qeemti hain aur checked baggage mein khurdare handling se kharab ho sakte hain, is liye unhein cabin mein le jana darhaqqiqat bohat se mauseeqaro ke liye tarjeehi option hai.","Rawayati saaz | Auto-generated"
"175","Maine duty-free par itr khareda hai, kya yeh hand luggage mein shumar hota hai? — plz confirm.","roman_ur","baggage","departure","{""item"":""duty-free""}","Nahi, security se guzarne ke baad airport duty-free ki dukano se khareedi gayi ashya bashamool itr, sharab, cosmetics, aur degar masnooat aapke baqaida cabin baggage allowance mein shumar nahi hoti. Yeh duty-free khareedariyan khaas sealed chher chhar se wazeah bag mein aati hain, aur aap unhein apne meyari cabin baggage aur zaati cheez ke sath izafi tor par le ja sakte hain. Yeh istisniya is liye maujood hai kyunke aapne yeh ashya airport ke jaraseem se paak ilaqe mein security screening ke baad khareedin, to wo pehle hi security protocol se guzar chuki hain.","Duty-free alag | Auto-generated"
"176","Meri parvaz subah 5 baje hai, kya main ek raat pehle saman check kar sakta hoon? — plz confirm.","roman_ur","baggage","departure","{""service"":""early check-in""}","Nahi, Islamabad International Airport raat se pehle ya raaton raat baggage check-in services pesh nahi karta. Tamam saman ko aapki parvaz ki rawangi ke usi din check-in karna zaroori hai, chahe parvaz kitni hi jaldi schedule kyon na ho. Aapki 5 subah ki parvaz ke liye, check-in counters aam tor par bain ul aqwami parwazo ke liye rawangi se 3 ghante pehle aur mulki parwazo ke liye 2 ghante pehle khulte hain, yani aapki bain ul aqwami parvaz ke liye taqreeban 2 subah ya mulki ke liye 3 subah. Ji haan, iske liye subah sawere airport pohanchna zaroori hai, lekin yeh duniya bhar mein subah sawere ki parwazo ke liye meyari tareeqa kar hai.","Raat ko check-in nahi | Auto-generated"
"177","Mere 5 sala bachay ka ek chhota school bag hai, kya yeh alag se shumar hota hai? — plz confirm.","roman_ur","baggage","departure","{""passenger"":""child""}","2 saal ya is se zyada umar ke bachay jo khareedi gayi ticket par safar kar rahe hain unke paas unki ticket class ke mutabiq apna alag baggage allowance hota hai, bilkul baron ki tarah. To aapke 5 sala bachay ka apna alag checked baggage allowance hai aur cabin baggage allowance hai. Unka chhota school bag unki zaati cheez ya cabin baggage ke tor par unke allowance mein shumar hoga. Amli tor par, Islamabad International Airport par airlines chhotay bachon ki zaati ashya ke barey mein aam tor par lachakdar hain.","Bachon ke bag | Auto-generated"
"178","Main diabetes ka mareez hoon, kya main insulin ke injection hand luggage mein le ja sakta hoon? — plz confirm.","roman_ur","baggage","departure","{""item"":""insulin""}","Ji haan, diabetes ke mareez musafir insulin, syringes, insulin pen, blood glucose monitor, test strips, lancets, aur tamam degar diabetes ki supplies miqdaar ki pabandion ke baghair cabin baggage mein le ja sakte hain. Yeh zaroori tibbi supplies ke tor par darjabandi hain, aur airports in adwiyat ki zaroorat rakhne wale musafiro ke liye rahaish faraham karte hain. Insulin darhaqqiqat cabin baggage mein honi chahiye na ke checked saman mein kyunke cargo hold ke darje hararat ke utar charhao mumkina tor par insulin ki taseer ko nuqsan pohoncha sakte hain. Apni diabetes ki supplies ko wazehan case ya bag mein rakhein.","Diabetes ki supplies | Auto-generated"
"179","Main apne saman mein qeemti ashya ke liye kitni qeemat declare kar sakta hoon? — plz confirm.","roman_ur","baggage","departure","{}","Bain ul aqwami hawabazi qawaneen ke tahat airlines ki checked baggage ke liye meyari zimmedari ki had taqreeban 1,131 Special Drawing Rights hai, jo taqreeban 1,500-1,700 US dollar, ya maujuda shar mubadla par taqreeban 400,000-450,000 Pakistani rupay ke barabar hai. Yeh zyada se zyada muawza hai jo aap hasil kar sakte hain agar aapka checked baggage gum, kharab, ya taakhir ka shikar ho, chahe mawad ki asli qeemat kuch bhi ho. Ahem baat yeh hai ke yeh had per musafir lagoo hoti hai, na ke per bag, aur yeh zyada se zyada hai - muawza is had tak haqeeqi dastavezi nuqsanat par mabni hota hai.","Zimmedari ki hadein | Auto-generated"
"180","Kya main checked saman mein dastavezat ki photo copies pack kar sakta hoon? — plz confirm.","roman_ur","baggage","departure","{""item"":""documents""}","Ji haan, aap checked saman mein dastavezat ki photo copies pack kar sakte hain, aur darhaqqiqat nuqsan ya chori ki soorat mein ahem dastavezat ki backup copies asli se alag rakhna achha amal hai. Taham, kabhi bhi checked baggage mein asli ahem dastavezat pack na karein - hamesha apne passport, qaumi shanakhti card, parvaz ki tickets, boarding pass, travel insurance dastavezat, hotel bookings, tibbi nuske, credit cards, aur kisi bhi doosre ahem kagzat ki asli apne cabin baggage mein rakhein jahan aapka bara-e-raast control aur rasaai ho. Checked bag kabhi kabhar gum, taakhir, ya chori ho jate hain.","Dastavez ki jagah | Auto-generated"
"181","Mere hiking backpack mein dhaati frame hai, kya security mujhe roke gi? — plz confirm.","roman_ur","baggage","departure","{""item"":""backpack""}","Dhaati frame wala aapka hiking backpack Islamabad International Airport par baghair kisi masle ke security screening se guzar jayega, kyunke backpack mein dhaati frame aam hain aur mamnoo ashya nahi hain. X-ray machines aur metal detector kafi nafeez hain ke frame jaise sakhtiyati dhaati ajza aur hathiyaron jaisi mamnoo ashya ke darmiyan farq kar sakein. Taham, aapko screening ke amal mein qudre zyada waqt lagne ki tawaqqo rakhni chahiye kyunke dhaati frame X-ray screen par namayan tor par zahir hoga, aur security afsaran yeh yaqeeni banana chahenge ke yeh sirf backpack frame hai.","Dhaati frame screening | Auto-generated"
"182","Kya main Multan se mitti ke bartan checked shuda saman mein la sakta hoon? — plz confirm.","roman_ur","baggage","departure","{""item"":""pottery""}","Ji haan, aap mitti ke bartan, ceramic ashya, aur rawayati Multani neele bartan checked saman mein muntaqil kar sakte hain, lekin packing mein intihayi ehtiyat baratni chahiye kyunke yeh ashya bohat nazuk hain aur baggage handling ke dauran asani se toot jati hain. Multani bartan, tile work, aur ceramic ke tukron jaisi Pakistani dastkari aam tor par musafiro ki taraf se tohfe ya zaati ashya ke tor par muntaqil ki jati hai. Har bartan ke tukre ko infaradi tor par bubble wrap, foam, ya motay kaghaz ki kai tehon mein lapetna chahiye. Lapte hue ashya ko apne suitcase ke beech mein naram ashya jaise kapron se ghaire hue rakhein.","Nazuk bartan | Auto-generated"
"183","Barish hui aur mera bag raste mein geela ho gaya, kya wo ise qubool karenge? — plz confirm.","roman_ur","baggage","departure","{""issue"":""wet baggage""}","Ji haan, barish se qudre geela saman Islamabad International Airport par check-in ke liye qabil-e-qubool hai, kyunke airport amla samajhta hai ke mosmi halaat baz auqat airport tak naqal-o-hamal ke dauran saman ko nam hone ka sabab bante hain. Taham, check-in se pehle nami ko door karna aapke mafaad mein hai. Agar bairuni hissa sirf nam hai to ise toliye ya kapray se saaf kar dein. Agar yeh bohat geela hai to check-in counters ke qareeb baggage wrapping service istemaal karne par ghour karein. Sab se ahem tashweesh aapke bag ke andar ke mawad ki hifazat hai - fori tor par check karein ke pani andar daakhil nahi hua, khaas tor par zip aur seam ke aas paas.","Barish se geela bag | Auto-generated"
"184","Main Lahore cricket bat aur stumps le jana chahta hoon, kya yeh jaez hai? — plz confirm.","roman_ur","baggage","departure","{""item"":""cricket equipment""}","Ji haan, cricket ke bat, stumps, pads, helmet, dastane, aur hifazati gear sameet cricket ka saman Islamabad se Lahore ya kisi bhi doosre mulki raste par checked baggage mein muntaqil kiya ja sakta hai, aur Pakistan ke cricket ke junoon ko dekhte hue yeh bohat aam hai. Aapka cricket ka saman aapke baqaida checked baggage wazn allowance mein shumar hoga, to agar aapke paas bat, pads, helmet, dastane, aur stumps ke sath mukammal cricket kit bag hai to yeh kafi bhari ho sakta hai. Cricket ke bat mumkina hathiyar samjhe jate hain aur kisi bhi halat mein cabin baggage mein nahi le jaye ja sakte - unhein check-in karna zaroori hai.","Cricket gear | Auto-generated"
"185","Kya main 3 din mein wapas aoon ga to apne bag yahan chhor sakta hoon? — plz confirm.","roman_ur","baggage","departure","{""service"":""long-term storage""}","Nahi, Islamabad International Airport un musafiro ke liye kai din ya taweel muddat baggage storage sahuliyat pesh nahi karta jo aage safar kar rahe hain aur baad mein wapas aa rahe hain. Airport par dastyab left luggage service sirf parvaz ki taakhir, layover, ya mukhtasir dauron ke dauran usi din ya raaton raat storage ke liye design ki gayi hai, na ke alag safaron ke darmiyan kai dino tak storage ke liye. 3 din ya is se zyada ke liye saman store karne ke liye, aapko Rawalpindi ya Islamabad sheher mein tijarati storage sahuliyat istemaal karni hongi.","Taweel muddat storage nahi | Auto-generated"
"186","Main apne hostel ke liye electric iron le ja raha hoon, kya main ise check kar sakta hoon? — plz confirm.","roman_ur","baggage","departure","{""item"":""electric iron""}","Ji haan, electric iron aur degar ghareloo barqi aalaat Islamabad International Airport par checked baggage mein mukammal tor par jaez hain. Talib-e-ilm aur peshwar afraad aksar chhotay aalaat jaise iron, kettle, immersion heater, aur pankhe hostels, universities, ya nayi rehaish mein muntaqil hote waqt muntaqil karte hain. Apne electric iron ko checked saman mein pack karne se pehle, yaqeeni banayein ke agar haal hi mein istemaal hua tha to yeh mukammal tor par thanda ho gaya hai. Bhaap wale iron ke zakheron se koi bhi pani khaali kar dein, kyunke pani baggage handling ke dauran leak ho sakta hai.","Electric iron | Auto-generated"
